ticker,q_code,name
CUD,YAHOO/TSX_CUD_A_TO,Claymore Sp US Div Growers ETF Adv 
CUD,YAHOO/TSX_CUD_TO,Claymore Sp US Div Growers ETF 
CUF,YAHOO/TSX_CUF_UN_TO,Cominar R E Un 
CUM,YAHOO/TSX_CUM_TO,Copper Mountain Mining Corp 
CUP,YAHOO/TSX_CUP_U_TO,Caribbean Util US 
CUQ,YAHOO/TSX_CUQ_TO,Churchill Corp A 
CUR,YAHOO/TSX_CUR_TO,Diagnocure Inc J 
CUS,YAHOO/TSX_CUS_TO,Canexus Corporation 
CUV,YAHOO/TSX_CUV_TO,Curis Resources Ltd 
CVD,YAHOO/TSX_CVD_A_TO,Claymore Adv Convert Bond ETF Adv Class 
CVD,YAHOO/TSX_CVD_TO,Claymore Adv Convert Bond ETF 
CVE,YAHOO/TSX_CVE_TO,Cenovus Energy Inc. 
CVG,YAHOO/TSX_CVG_TO,Clairvest Group 
CVI,YAHOO/TSX_CVI_A_TO,Calvalley Petroleum Inc. 
CVL,YAHOO/TSX_CVL_TO,Cervus Equipment Corporation 
CVT,YAHOO/TSX_CVT_TO,Cvtech Group Inc. 
CVV,YAHOO/TSX_CVV_TO,Canalaska Uranium Ltd 
CVZ,YAHOO/TSX_CVZ_TO,Calvista Gold Corporation 
CWA,YAHOO/TSX_CWA_TO,Coast Wholesale Appliances Inc. 
CWB,YAHOO/TSX_CWB_TO,Cdn Western Bank 
CWF,YAHOO/TSX_CWF_TO,Cdn World Fund 
CWG,YAHOO/TSX_CWG_TO,Craig Wireless Systems Ltd. 
CWI,YAHOO/TSX_CWI_TO,Crosswinds Holdings Inc.
CWL,YAHOO/TSX_CWL_TO,Caldwell Partners International Inc 
CWO,YAHOO/TSX_CWO_A_TO,Claymore Broad Emerging Mkt ETF Adv 
CWO,YAHOO/TSX_CWO_TO,Claymore Broad Emerging Mkt ETF Com 
CWT,YAHOO/TSX_CWT_UN_TO,Calloway Real Estate Investment Trust 
CWW,YAHOO/TSX_CWW_A_TO,Claymore S&P Global Water ETF Advisor Cl 
CWW,YAHOO/TSX_CWW_TO,Claymore S&P Global Water ETF Common 
CWX,YAHOO/TSX_CWX_TO,Canwel Building Materials Group Ltd 
CX,YAHOO/TSX_CX_TO,Cyberplex J 
CXA,YAHOO/TSX_CXA_B_TO,Cons Hci Cl B 
CXF,YAHOO/TSX_CXF_A_TO,Cdn Convert Liquid Univ ETF Adv 
CXF,YAHOO/TSX_CXF_TO,Cdn Convert Liquid Universe ETF 
CXI,YAHOO/TSX_CXI_S_TO,Currency Exchange International Corp 
CXN,YAHOO/TSX_CXN_TO,Chalice Gold Mines Ltd 
CXR,YAHOO/TSX_CXR_TO,Concordia Healthcare Corp.
CXS,YAHOO/TSX_CXS_TO,Counsel Corp 
CXX,YAHOO/TSX_CXX_TO,Crosshair Exploration 
CYB,YAHOO/TSX_CYB_TO,Cymbria Corporation Cl A 
CYH,YAHOO/TSX_CYH_A_TO,Claymore Glbl Monthly Adv Div ETF Cls A 
CYH,YAHOO/TSX_CYH_TO,Claymore Glbl Monthly Advantaged Div ETF 
CYM,YAHOO/TSX_CYM_TO,Cymat Technologies Ltd. 
CYT,YAHOO/TSX_CYT_TO,Catalyst Paper Corporation
CZA,YAHOO/TSX_CZA_TO,Cobriza Metals Corp 
CZE,YAHOO/TSX_CZE_TO,C And C Energia Ltd 
CZN,YAHOO/TSX_CZN_TO,Cdn Zinc Corp J 
CZQ,YAHOO/TSX_CZQ_TO,Continental Precious Minerals Inc. 
D,YAHOO/TSX_D_UN_TO,Dundee Real Estate Investment Trust 
DA,YAHOO/TSX_DA_A_TO,Discovery Air Inc. 
DAA,YAHOO/TSX_DAA_TO,Pwshrs DB Agriculture Dbl Lng 
DAD,YAHOO/TSX_DAD_TO,Powershares DB Agriculture Doub 
DBO,YAHOO/TSX_DBO_TO,Dbox Technologies Inc 
DC,YAHOO/TSX_DC_A_TO,Dundee Corp. Cl.A Sv 
DCF,YAHOO/TSX_DCF_TO,Difference Capital Financial Inc.
DCI,YAHOO/TSX_DCI_TO,Directcash Payments Inc. 
DD,YAHOO/TSX_DD_TO,Dds Wireless International Inc. 
DDC,YAHOO/TSX_DDC_TO,Dominion Diamond Corp.
DEE,YAHOO/TSX_DEE_TO,Delphi Energy Corp. 
DEJ,YAHOO/TSX_DEJ_TO,Dejour Energy Inc 
DEN,YAHOO/TSX_DEN_TO,Dundee Energy Limited 
DF,YAHOO/TSX_DF_TO,Dividend 15 Split Corp. II 
DFI,YAHOO/TSX_DFI_TO,Diamond Field In J 
DFN,YAHOO/TSX_DFN_TO,Dividend 15 Split Corp 
DG,YAHOO/TSX_DG_UN_TO,Global Div.Invest. Grade Income Trust 
DGC,YAHOO/TSX_DGC_TO,Detour Gold Corporation 
DGI,YAHOO/TSX_DGI_TO,Data Group Inc 
DGJ,YAHOO/TSX_DGJ_TO,Pwshrs DB Gold Dbls Shrt ETN 
DGS,YAHOO/TSX_DGS_TO,Dividend Growth Split Corp. Class A 
DGU,YAHOO/TSX_DGU_TO,Powershares DB Gold Double Long ETN 
DH,YAHOO/TSX_DH_TO,Davis Henderson Corporation 
DHX,YAHOO/TSX_DHX_TO,Dhx Media Ltd. 
DI,YAHOO/TSX_DI_UN_TO,Dundee International REIT Units 
DII,YAHOO/TSX_DII_A_TO,Dorel Industries Inc. Cl.A Mv 
DII,YAHOO/TSX_DII_B_TO,Dorel Industries Inc. Cl.B Sv 
DIN,YAHOO/TSX_DIN_TO,DIR Industrial Properties Inc.
DIR,YAHOO/TSX_DIR_UN_TO,Dream Industrial REIT
DIV,YAHOO/TSX_DIV_TO,Diversified Royalty Corp.
DL,YAHOO/TSX_DL_TO,Danier Leather Inc. Sv 
DLR,YAHOO/TSX_DLR_TO,Horizons US Dollar Currency ETF 
DM,YAHOO/TSX_DM_TO,Duluth Metals Limited 
DML,YAHOO/TSX_DML_TO,Denison Mines Corp. 
DMM,YAHOO/TSX_DMM_TO,Dynasty Metals 
DNA,YAHOO/TSX_DNA_TO,Dalradian Resources Inc. 
DNC,YAHOO/TSX_DNC_TO,Deans Knight Income Corporation 
DND,YAHOO/TSX_DND_TO,Cipher Pharmaceuticals Inc 
DNG,YAHOO/TSX_DNG_TO,Dynacor Gold Mines Inc 
DNK,YAHOO/TSX_DNK_TO,Dynetek Ind J 
DNT,YAHOO/TSX_DNT_TO,Candente Copper Corp 
DOE,YAHOO/TSX_DOE_TO,Powershares DB Crude Oil Dble Sh ETN 
DOL,YAHOO/TSX_DOL_TO,Dollarama Inc 
DOM,YAHOO/TSX_DOM_UN_TO,Dominion Citrus Income Fund 
DOO,YAHOO/TSX_DOO_TO,BRP Inc.
DPF,YAHOO/TSX_DPF_UN_TO,Dpf India Opportunities Fund Units 
DPM,YAHOO/TSX_DPM_TO,Dundee Precious Metals Inc. 
DR,YAHOO/TSX_DR_TO,Medical Facilities Corp 
DRA,YAHOO/TSX_DRA_UN_TO,Dream Hard Asset Alternatives Trust
DRG,YAHOO/TSX_DRG_UN_TO,Dream Global Real Estate Investment Trust
DRM,YAHOO/TSX_DRM_TO,DREAM Unlimited Corp.
DRN,YAHOO/TSX_DRN_TO,Delrand Resources Limited 
DRT,YAHOO/TSX_DRT_TO,Dirtt Environmental Solutions Inc.
DRX,YAHOO/TSX_DRX_TO,Adf Group Inc. Sv 
DS,YAHOO/TSX_DS_TO,Dividend Select 15 Corp 
DSG,YAHOO/TSX_DSG_TO,Descartes Sys 
DTX,YAHOO/TSX_DTX_TO,Deethree Exploration Ltd 
DVX,YAHOO/TSX_DVX_TO,Ipath S&P 500 Dynamic VIX CAD 
DW,YAHOO/TSX_DW_TO,DataWind Inc.
DWI,YAHOO/TSX_DWI_TO,Dragonwave Inc. 
DXM,YAHOO/TSX_DXM_A_TO,XTF Morningstar Cda Div Tgt 30 AC ETF 
DXM,YAHOO/TSX_DXM_TO,XTF Morningstar Cda Div Tgt 30 ETF 
E,YAHOO/TSX_E_TO,Enterprise Oilfield Group Inc. 
EBF,YAHOO/TSX_EBF_UN_TO,Eurpoean Strategic Balanced Fund
ECA,YAHOO/TSX_ECA_TO,Encana Corp. 
ECI,YAHOO/TSX_ECI_TO,Enercare Inc. 
ECO,YAHOO/TSX_ECO_TO,Ecosynthetix Inc 
ECP,YAHOO/TSX_ECP_TO,Ecopetrol S.A. 
EDR,YAHOO/TSX_EDR_TO,Endeavour Silver Corp. 
EDV,YAHOO/TSX_EDV_TO,Endeavour Mining Corp 
EE,YAHOO/TSX_EE_TO,Exall Energy Corporation 
EFH,YAHOO/TSX_EFH_TO,Egi Financial Holdings Inc. 
EFL,YAHOO/TSX_EFL_TO,Electrovaya Inc. 
EFN,YAHOO/TSX_EFN_TO,Element Financial Corp 
EFR,YAHOO/TSX_EFR_TO,Energy Fuels Inc. 
EFX,YAHOO/TSX_EFX_TO,Enerflex Ltd 
EGL,YAHOO/TSX_EGL_UN_TO,Eagle Energy Trust 
EGZ,YAHOO/TSX_EGZ_TO,Energizer Resources Inc 
EH,YAHOO/TSX_EH_TO,Easyhome Ltd. 
EIF,YAHOO/TSX_EIF_TO,Exchange Income Corporation 
EIT,YAHOO/TSX_EIT_UN_TO,Enervest Diversified Income Trust 
EKO,YAHOO/TSX_EKO_TO,Noveko International Inc. 
ELA,YAHOO/TSX_ELA_UN_TO,Excel Latin America Bond Fund
ELC,YAHOO/TSX_ELC_TO,Cic Energy Corp. 
ELD,YAHOO/TSX_ELD_TO,Eldorado Gold 
ELF,YAHOO/TSX_ELF_TO,E-L Financial 
ELG,YAHOO/TSX_ELG_TO,Elgin Mining Inc 
ELM,YAHOO/TSX_ELM_TO,Elemental Minerals Limited 
ELR,YAHOO/TSX_ELR_TO,Eastern Platinum Limited 
EMA,YAHOO/TSX_EMA_TO,Emera Incorporated 
EMC,YAHOO/TSX_EMC_TO,Emc Metals Corp. 
EMD,YAHOO/TSX_EMD_TO,Emed Mining Public Ltd 
EMP,YAHOO/TSX_EMP_A_TO,Empire Company Ltd. Cl.A Nv 
EMY,YAHOO/TSX_EMY_UN_TO,Next Edge GLG Emerging Markets Income Fund
ENB,YAHOO/TSX_ENB_TO,Enbridge Inc 
ENF,YAHOO/TSX_ENF_TO,Enbridge Income Fund Holdings Inc. 
ENI,YAHOO/TSX_ENI_UN_TO,Energy Income Fund
ENL,YAHOO/TSX_ENL_TO,Endo International PLC
ENT,YAHOO/TSX_ENT_TO,ENTREC Corporation
EOM,YAHOO/TSX_EOM_TO,Eco Oro Minerals Corp 
EOS,YAHOO/TSX_EOS_UN_TO,Enervest Energy And Oil Sands T 
EPS,YAHOO/TSX_EPS_TO,Epsilon Energy Ltd. 
EQB,YAHOO/TSX_EQB_TO,Equitable Group Inc.
EQI,YAHOO/TSX_EQI_TO,Equity Financial Holdings Inc. 
EQU,YAHOO/TSX_EQU_TO,Equal Energy Ltd 
ER,YAHOO/TSX_ER_TO,Eastmain Res J 
ERD,YAHOO/TSX_ERD_TO,Erdene Resource Development Company 
ERF,YAHOO/TSX_ERF_TO,Enerplus Corporation 
ERM,YAHOO/TSX_ERM_TO,Eclipse Residential Mortgage Investment Corp.
ESI,YAHOO/TSX_ESI_TO,Ensign Energy Services Inc. 
ESL,YAHOO/TSX_ESL_TO,Enghouse Systems Ltd. 
ESN,YAHOO/TSX_ESN_TO,Essential Energy Services Ltd 
ESP,YAHOO/TSX_ESP_TO,Espial Group Inc. 
ET,YAHOO/TSX_ET_TO,Evertz Technologies Limited 
ETC,YAHOO/TSX_ETC_TO,Equitable Group Inc. 
ETG,YAHOO/TSX_ETG_TO,Entree Gold Inc. 
ETX,YAHOO/TSX_ETX_TO,Etrion Corporation 
EVG,YAHOO/TSX_EVG_TO,Evolving Gold Corp 
EVT,YAHOO/TSX_EVT_TO,Economic Investment 
EWP,YAHOO/TSX_EWP_UN_TO,First Asset Pipes & Power Income Fund 
EXE,YAHOO/TSX_EXE_TO,Extendicare Real Estate Investment Trst 
EXF,YAHOO/TSX_EXF_TO,Exfo Inc 
EXN,YAHOO/TSX_EXN_TO,Excellon Resources Inc. 
EXT,YAHOO/TSX_EXT_TO,Extract Resources Ltd 
F,YAHOO/TSX_F_UN_TO,FAM Real Estate Investment Trust
FAP,YAHOO/TSX_FAP_TO,Aberdeen Asia-Pacific Income Invest Ltd 
FAR,YAHOO/TSX_FAR_TO,Foraco International Sa 
FAY,YAHOO/TSX_FAY_UN_TO,First Asset Yield Opportunity Trust 
FBK,YAHOO/TSX_FBK_TO,Fibrek Inc. 
FBS,YAHOO/TSX_FBS_B_TO,5Banc Split Inc. Capital Shares 
FC,YAHOO/TSX_FC_TO,Firm Capital Mortgage Investment Corp.
FCO,YAHOO/TSX_FCO_TO,Formation Metals Inc. 
FCR,YAHOO/TSX_FCR_TO,First Capital Realty Inc. 
FCU,YAHOO/TSX_FCU_TO,Fission Uranium Corp.
FDS,YAHOO/TSX_FDS_UN_TO,First Trust Global Dividend Seeker Fund
FEL,YAHOO/TSX_FEL_TO,Fairborne Energy Ltd. 
FER,YAHOO/TSX_FER_TO,Century Iron Mines Corp 
FES,YAHOO/TSX_FES_TO,Flint Energy Services Limited 
FFH,YAHOO/TSX_FFH_TO,Fairfax Financial Holdings Ltd. 
FFL,YAHOO/TSX_FFL_TO,Ipath US Treasury Flattener ETN 
FFN,YAHOO/TSX_FFN_TO,Financial 15 Split Corp II 
FGX,YAHOO/TSX_FGX_TO,Faircourt Gold Income Corp. 
FIC,YAHOO/TSX_FIC_TO,Can Financials Income Corp 
FIE,YAHOO/TSX_FIE_A_TO,Claymore Cdn Financial Mthly Income ETF 
FIE,YAHOO/TSX_FIE_TO,Claymore Cdn Fin Mthly Inc ETF 
FIU,YAHOO/TSX_FIU_TO,First Uranium Corporation 
FM,YAHOO/TSX_FM_TO,First Quantum Minerals Ltd 
FMC,YAHOO/TSX_FMC_TO,Forbes And Manhattan Coal Corp 
FN,YAHOO/TSX_FN_TO,First National Financial Corp. 
FNI,YAHOO/TSX_FNI_TO,First Nickel Inc. 
FNV,YAHOO/TSX_FNV_TO,Franco-Nevada Corporation 
FOR,YAHOO/TSX_FOR_TO,Fortune Bay Corp.
FOS,YAHOO/TSX_FOS_TO,Phoscan Chemical Corp. 
FP,YAHOO/TSX_FP_TO,Fp Newspapers Inc. 
FPX,YAHOO/TSX_FPX_TO,First Point Minerals Corp.
FR,YAHOO/TSX_FR_TO,First Majestic Silver Corp. Common 
FRB,YAHOO/TSX_FRB_TO,Forbes Energy Services Ltd 
FRC,YAHOO/TSX_FRC_TO,Canyon Services Group Inc. 
FRO,YAHOO/TSX_FRO_TO,Frontier Rare Earths Limited 
FRU,YAHOO/TSX_FRU_TO,Freehold Royalties Ltd. 
FSD,YAHOO/TSX_FSD_UN_TO,First Trust Adv Sh Dur Hi Yld Bnd Fd 
FSS,YAHOO/TSX_FSS_TO,Front Street Strategic Yield Fund Ltd. 
FSV,YAHOO/TSX_FSV_TO,Firstservice Corporation Sv 
FSY,YAHOO/TSX_FSY_TO,Forsys Metals Corp. 
FSZ,YAHOO/TSX_FSZ_TO,Fiera Capital Corp 
FT,YAHOO/TSX_FT_TO,Fortune Mnrl J 
FTG,YAHOO/TSX_FTG_TO,Firan Technology G Com Npv 
FTN,YAHOO/TSX_FTN_TO,Financial 15 Split Corp 
FTP,YAHOO/TSX_FTP_TO,Fortress Paper Ltd. 
FTS,YAHOO/TSX_FTS_TO,Fortis Inc 
FTT,YAHOO/TSX_FTT_TO,Finning Intl 
FTU,YAHOO/TSX_FTU_TO,US Financial 15 Split Corp. 
FVI,YAHOO/TSX_FVI_TO,Fortuna Silver Mines Inc 
FVL,YAHOO/TSX_FVL_TO,Freegold Ventures Limited 
FXF,YAHOO/TSX_FXF_A_TO,First Asset Can-Financials Cove 
FXF,YAHOO/TSX_FXF_TO,Can Financials Income ETF 
FXM,YAHOO/TSX_FXM_A_TO,F A Morningstar Cda Value Idx E 
FXM,YAHOO/TSX_FXM_TO,XTF Morningstar CAD Value Idx ETF 
G,YAHOO/TSX_G_TO,Goldcorp Inc 
GAA,YAHOO/TSX_GAA_TO,Gazit America Inc. 
GAS,YAHOO/TSX_GAS_TO,Claymore Natural Gas Commodity ETF 
GBA,YAHOO/TSX_GBA_TO,Globalbanc Advanta Com Npv Clas 
GBG,YAHOO/TSX_GBG_TO,Great Basin Gold Ltd. 
GBT,YAHOO/TSX_GBT_A_TO,Bmtc Group Inc. Cl.A Sv 
GBU,YAHOO/TSX_GBU_TO,Gabriel Res J 
GBV,YAHOO/TSX_GBV_TO,Groupe Bikini Village Inc 
GC,YAHOO/TSX_GC_TO,Great Canadian Gaming Corporation 
GCG,YAHOO/TSX_GCG_A_TO,Guardian Capital Group Ltd. Cl.A Nv 
GCG,YAHOO/TSX_GCG_TO,Guardian Capital 
GCL,YAHOO/TSX_GCL_TO,Colabor Group Inc. 
GCM,YAHOO/TSX_GCM_TO,Gran Colombia Gold Corp. 
GCT,YAHOO/TSX_GCT_TO,Gvic Communications Corp. Class B 
GDC,YAHOO/TSX_GDC_TO,Genesis Land J 
GDI,YAHOO/TSX_GDI_TO,General Donlee Canada Inc. 
GDL,YAHOO/TSX_GDL_TO,Goodfellow Inc 
GDS,YAHOO/TSX_GDS_TO,Gendis Inc 
GEI,YAHOO/TSX_GEI_TO,Gibson Energy Inc 
GEN,YAHOO/TSX_GEN_TO,Genenews Limited 
GEO,YAHOO/TSX_GEO_TO,Geodrill Limited 
GFS,YAHOO/TSX_GFS_TO,Gasfrac Energy Services Inc 
GGA,YAHOO/TSX_GGA_TO,Goldgroup Mining Inc 
GGD,YAHOO/TSX_GGD_TO,GoGold Resources Inc.
GGN,YAHOO/TSX_GGN_TO,Gryphon Gold Corp. 
GH,YAHOO/TSX_GH_TO,Gamehost Inc. 
GIB,YAHOO/TSX_GIB_A_TO,Cgi Group Inc. Cl.A Sv 
GIL,YAHOO/TSX_GIL_TO,Gildan Activewear Inc. 
GIX,YAHOO/TSX_GIX_TO,Geologix Explorations Inc. 
GLG,YAHOO/TSX_GLG_TO,GLG Life Tech Corporation
GLN,YAHOO/TSX_GLN_TO,Glentel Inc 
GLV,YAHOO/TSX_GLV_A_TO,Groupe Laperriere 
GLV,YAHOO/TSX_GLV_B_TO,Groupe Laperriere & Verreault Inc. Cl B 
GMC,YAHOO/TSX_GMC_TO,Geovic Mining Corp 
GMO,YAHOO/TSX_GMO_TO,General Moly Inc. 
GMP,YAHOO/TSX_GMP_TO,Gmp Capital Inc. 
GMX,YAHOO/TSX_GMX_TO,Globex Mng J 
GNV,YAHOO/TSX_GNV_TO,Genivar Inc 
GO,YAHOO/TSX_GO_TO,Galleon Energy Inc. 
GPC,YAHOO/TSX_GPC_TO,Aston Hill Sr Gold Producers Inc Corp 
GPD,YAHOO/TSX_GPD_TO,Golden Predator Corp 
GPR,YAHOO/TSX_GPR_TO,Great Panther Silver Limited 
GQM,YAHOO/TSX_GQM_TO,Golden Queen Mng J 
GRT,YAHOO/TSX_GRT_TO,Granite Real Estate Inc. 
GS,YAHOO/TSX_GS_TO,Gluskin Sheff Associates Inc. 
GSB,YAHOO/TSX_GSB_UN_TO,Government Strip Bond Trust 
GSC,YAHOO/TSX_GSC_TO,Golden Star 
GSY,YAHOO/TSX_GSY_TO,Argosy Energy Inc 
GTE,YAHOO/TSX_GTE_TO,Gran Tierra Energy Inc. 
GTH,YAHOO/TSX_GTH_TO,U.S. Geothermal Inc. 
GTU,YAHOO/TSX_GTU_UN_TO,Central Goldtrust 
GTX,YAHOO/TSX_GTX_TO,Gran Tierra Exchangeco Inc. 
GUD,YAHOO/TSX_GUD_TO,Knight Theraputics Inc.
GUR,YAHOO/TSX_GUR_TO,Aston Hill Global Uranium Fund Inc 
GUY,YAHOO/TSX_GUY_TO,Guyana Goldfields Inc 
GVC,YAHOO/TSX_GVC_TO,Glacier Media Inc 
GVX,YAHOO/TSX_GVX_TO,Grandview Gold Inc. 
GW,YAHOO/TSX_GW_TO,Garda World Security Corp 
GWO,YAHOO/TSX_GWO_TO,Great-West Lifeco Inc 
GWR,YAHOO/TSX_GWR_TO,Gwr Global Water Resources Corp. 
GXE,YAHOO/TSX_GXE_TO,Gear Energy Ltd.
GXF,YAHOO/TSX_GXF_A_TO,First Asset Dex Govt Bond Index 
GXF,YAHOO/TSX_GXF_TO,First Asset Dex Govt Bond Index 
GXI,YAHOO/TSX_GXI_TO,Guestlogix Inc. 
GZT,YAHOO/TSX_GZT_TO,Gazit-Globe Ltd.
HAA,YAHOO/TSX_HAA_A_TO,Horizons Balanced ETF Adv 
HAA,YAHOO/TSX_HAA_TO,Horizons Balanced ETF 
HAB,YAHOO/TSX_HAB_TO,Horizons Corporate Bond ETF 
HAC,YAHOO/TSX_HAC_A_TO,Horizons Seasonal Rotation ETF Adv 
HAC,YAHOO/TSX_HAC_TO,Horizons Seasonal Rotation ETF 
HAF,YAHOO/TSX_HAF_A_TO,Horizons Tactical Bond ETF 
HAF,YAHOO/TSX_HAF_TO,Horizons Tactical Bond ETF 
HAG,YAHOO/TSX_HAG_TO,Horizons Gartman ETF 
HAH,YAHOO/TSX_HAH_A_TO,Horizons Sp TSX 60 130 30 Idx ETF Adv Cl 
HAH,YAHOO/TSX_HAH_TO,Horizons Sp TSX 60 130 30 ETF 
HAL,YAHOO/TSX_HAL_TO,Horizons Dividend ETF 
HAP,YAHOO/TSX_HAP_A_TO,Horizons Income Plus ETF 
HAP,YAHOO/TSX_HAP_TO,Horizons Income Plus ETF 
HAR,YAHOO/TSX_HAR_TO,Harmony Asset Limited 
HAV,YAHOO/TSX_HAV_A_TO,Horizons Na Value ETF Adv 
HAV,YAHOO/TSX_HAV_TO,Horizons North American Value ETF 
HAW,YAHOO/TSX_HAW_TO,Horizons North American Growth ETF 
HAY,YAHOO/TSX_HAY_UN_TO,Stone Agribusiness Fund 
HAZ,YAHOO/TSX_HAZ_TO,Horizons Global Dividend ETF 
HBC,YAHOO/TSX_HBC_TO,Hudson's Bay Company
HBD,YAHOO/TSX_HBD_TO,Horizons Betapro Comex Gold Bear Plus 
HBM,YAHOO/TSX_HBM_TO,Hudbay Minerals Inc. 
HBP,YAHOO/TSX_HBP_TO,Helix Biopharm 
HBU,YAHOO/TSX_HBU_TO,Horizons Betapro Comex Gold Bull Plus 
HCG,YAHOO/TSX_HCG_TO,Home Capital Group Inc. 
HCI,YAHOO/TSX_HCI_TO,Hartco Inc. 
HDD,YAHOO/TSX_HDD_TO,Horizons Betapro US Dollar Bear Plus ETF 
HDU,YAHOO/TSX_HDU_TO,Horizons Betapro US Dollar Bull Plus ETF 
HDX,YAHOO/TSX_HDX_TO,Hosted Data Transa Com Npv 
HE,YAHOO/TSX_HE_TO,Hanwei Energy Services Corp. 
HED,YAHOO/TSX_HED_TO,Horizons Betapro S&P/Tsx Cap Energy Bear 
HEE,YAHOO/TSX_HEE_A_TO,Horizons Enhd Income Energy ETF Adv 
HEE,YAHOO/TSX_HEE_TO,Horizons Enhanced Income Energy ETF 
HEF,YAHOO/TSX_HEF_A_TO,Horizons Enhd Income Financial ETF Adv 
HEF,YAHOO/TSX_HEF_TO,Horizons Enhanced Income Fin ETF 
HEG,YAHOO/TSX_HEG_TO,Homeland Energy Group Ltd. 
HEJ,YAHOO/TSX_HEJ_A_TO,Horizons Enhd Inc Intl Equity ETF Adv 
HEJ,YAHOO/TSX_HEJ_TO,Horizons Enhd Inc Intl Equity ETF 
HEM,YAHOO/TSX_HEM_TO,Hemisphere Gps Inc. 
HEP,YAHOO/TSX_HEP_A_TO,Horizons Enhd Income Gold Prod ETF Adv 
HEP,YAHOO/TSX_HEP_TO,Horizons Enhanced Income Gold Prod ETF 
HEQ,YAHOO/TSX_HEQ_TO,Homeq Corporation 
HER,YAHOO/TSX_HER_TO,Heron Resources Limited
HEU,YAHOO/TSX_HEU_TO,Horizons Betapro S&P/Tsx Cap Energy Bull 
HEW,YAHOO/TSX_HEW_TO,Horizons Sp/Tsx 60 Equal Wgt Idx ETF 
HEX,YAHOO/TSX_HEX_A_TO,Horizons Enhd Income Equity ETF Adv 
HEX,YAHOO/TSX_HEX_TO,Horizons Enhanced Income Equity ETF 
HF,YAHOO/TSX_HF_TO,Hanfeng Evergreen Inc. 
HFD,YAHOO/TSX_HFD_TO,Horizons Betapro S&P/Tsx Cap Fins Br ETF 
HFR,YAHOO/TSX_HFR_A_TO,Horizons Floating Rate Bond ETF Adv 
HFR,YAHOO/TSX_HFR_TO,Horizons Floating Rate Bond ETF 
HFU,YAHOO/TSX_HFU_TO,Horizons Betapro S&P/Tsx Cap Fins Bl ETF 
HGD,YAHOO/TSX_HGD_TO,Horizons Bp Gold Bear Plus ETF 
HGI,YAHOO/TSX_HGI_UN_TO,Global Adv Telecom Utilities Inc.
HGN,YAHOO/TSX_HGN_TO,Halogen Software Inc.
HGU,YAHOO/TSX_HGU_TO,Horizons Betapro S&P/Tsx Global Gld Bull 
HGY,YAHOO/TSX_HGY_A_TO,Horizons Gold Yield ETF Adv Class 
HGY,YAHOO/TSX_HGY_TO,Horizons Gold Yield ETF 
HHF,YAHOO/TSX_HHF_A_TO,Horizons Morningstar Hdg Fd Idx ETF AC 
HHF,YAHOO/TSX_HHF_TO,Horizons Morningstar Hdg Fd Idx ETF 
HHY,YAHOO/TSX_HHY_UN_TO,High Rock Canadian High Yield Bond Fund
HIE,YAHOO/TSX_HIE_TO,Horizons Btp Cpd Energy Inverse ETF 
HIF,YAHOO/TSX_HIF_TO,Horizons Betapro S&P/Tsx Fin Inverse ETF 
HIG,YAHOO/TSX_HIG_TO,Horizons Btp Global Gold Inverse ETF 
HIN,YAHOO/TSX_HIN_TO,Horizons Bp Nymex Nat Gas Inverse ETF 
HIO,YAHOO/TSX_HIO_TO,Horizons Betapro Nymex Crude Inverse ETF 
HIT,YAHOO/TSX_HIT_UN_TO,Fiera High Income Trust 
HIU,YAHOO/TSX_HIU_TO,Horizons Betapro Sp 500 Inverse ETF 
HIX,YAHOO/TSX_HIX_TO,Horizons Betapro S&P/Tsx 60 Inverse ETF 
HIZ,YAHOO/TSX_HIZ_TO,Horizons Bp Comex Silver Inv ETF 
HJD,YAHOO/TSX_HJD_TO,Horizon Betapro MSCI EM Mkt Bear Plus 
HJE,YAHOO/TSX_HJE_TO,Horizons Gmp Junior Oil And Gas Idx ETF 
HJU,YAHOO/TSX_HJU_TO,Horizon Betapro MSCI EM Mkt Bull Plus 
HKD,YAHOO/TSX_HKD_TO,Horizons Bp Comex Copper Bear Plus ETF 
HKU,YAHOO/TSX_HKU_TO,Horizons Bp Comex Copper Bull Plus ETF 
HLC,YAHOO/TSX_HLC_TO,Holloway Lodging Corp.
HLF,YAHOO/TSX_HLF_A_TO,High Liner Foods Inc Non Voting 
HLF,YAHOO/TSX_HLF_TO,High Liner 
HLP,YAHOO/TSX_HLP_UN_TO,Healthlease Properties REIT 
HLR,YAHOO/TSX_HLR_UN_TO,Holloway Lodging Real Estate Inv 
HMD,YAHOO/TSX_HMD_TO,Horizons Bp Global Base Met Bear Plus 
HMF,YAHOO/TSX_HMF_A_TO,Horizons Auspice Managed Futures ETF Adv 
HMF,YAHOO/TSX_HMF_TO,Horizons Auspice Managed Futures ETF 
HMM,YAHOO/TSX_HMM_A_TO,Hammond Manufacturing Co Ltd 
HMU,YAHOO/TSX_HMU_TO,Horizons Bp Global Base Met Bull Plus 
HNC,YAHOO/TSX_HNC_TO,Hard Creek Nickel Corp.
HNC,YAHOO/TSX_HNC_TO,Hard Creek Nickel Corp. 
HNC,YAHOO/TSX_HNC_TO,Hard Creek Nickel Corporation
HND,YAHOO/TSX_HND_TO,Horizons Betapro Nymex Nat Gas Bear ETF 
