ticker,q_code,name
PFR,YAHOO/TSX_PFR_UN_TO,Advantaged Preferred Share Trust 
PG,YAHOO/TSX_PG_TO,Premier Gold Mines Ltd. 
PGD,YAHOO/TSX_PGD_TO,Peregrine Diamonds Ltd. 
PGF,YAHOO/TSX_PGF_TO,Pengrowth Energy Corporation 
PGI,YAHOO/TSX_PGI_UN_TO,PIMCO Global Income Opportunities Fund
PGL,YAHOO/TSX_PGL_TO,Powershares Ultra Dlux Lt Govt Bd ETF 
PHD,YAHOO/TSX_PHD_TO,Phonetime Inc 
PHX,YAHOO/TSX_PHX_TO,Phx Energy Services Corp. 
PHYS,YAHOO/TSX_PHYS_TO,Sprott Physical Gold Trust
PIC,YAHOO/TSX_PIC_A_TO,Premium Income A 
PIH,YAHOO/TSX_PIH_TO,Pacific Insight El Com Npv 
PIX,YAHOO/TSX_PIX_TO,Peer 1 Network Enterprises Inc 
PJC,YAHOO/TSX_PJC_A_TO,Jean Coutu Group [Pjc] Inc. Cl. A Sv 
PKI,YAHOO/TSX_PKI_TO,Parkland Fuel Corporation 
PKL,YAHOO/TSX_PKL_TO,Pc Gold Inc. 
PLB,YAHOO/TSX_PLB_TO,Paladin Labs J 
PLG,YAHOO/TSX_PLG_TO,Pilot Gold Inc 
PLI,YAHOO/TSX_PLI_TO,Prometic Life Sciences Inc. 
PLS,YAHOO/TSX_PLS_TO,Polaris Minerals Corporation 
PLT,YAHOO/TSX_PLT_UN_TO,Parallel Energy Trust
PLZ,YAHOO/TSX_PLZ_UN_TO,Plaza Retail REIT
PME,YAHOO/TSX_PME_TO,Sentry Select Primary Metals Corp. 
PMG,YAHOO/TSX_PMG_TO,Petrominerales Ltd. 
PMT,YAHOO/TSX_PMT_TO,Perpetual Energy Inc. 
PMU,YAHOO/TSX_PMU_TO,Pacific Rim Mining Corp. 
PMZ,YAHOO/TSX_PMZ_UN_TO,Primaris Retail R.E. Invest. Tr. Units 
PN,YAHOO/TSX_PN_TO,Pni Digital Media Inc 
PNC,YAHOO/TSX_PNC_A_TO,Postmedia Network Canada Corp 
PNC,YAHOO/TSX_PNC_B_TO,Postmedia Network Canada Corp 
PNP,YAHOO/TSX_PNP_TO,Pinetree Capital Ltd 
POL,YAHOO/TSX_POL_TO,Polo Resources Limited 
POM,YAHOO/TSX_POM_TO,Polymet Mining Corp. 
POT,YAHOO/TSX_POT_TO,Potash Corp Of Sask Inc 
POU,YAHOO/TSX_POU_TO,Paramount Resources Ltd. 
POW,YAHOO/TSX_POW_TO,Power Corporation Of Canada Sv 
PPL,YAHOO/TSX_PPL_TO,Pembina Pipeline Corporation 
PPS,YAHOO/TSX_PPS_TO,Powershares Cdn Pref Share Idx ETF 
PPY,YAHOO/TSX_PPY_TO,Painted Pony Petroleum Ltd.
PRE,YAHOO/TSX_PRE_TO,Pacific Rubiales Energy Corp. 
PRI,YAHOO/TSX_PRI_TO,Primary Energy Recycling Corp 
PRK,YAHOO/TSX_PRK_TO,Potash Ridge Corp.
PRP,YAHOO/TSX_PRP_TO,Prosep Inc. 
PRQ,YAHOO/TSX_PRQ_TO,Progress Energy Resources Corp. 
PRT,YAHOO/TSX_PRT_TO,Prt Growing Services Ltd 
PRU,YAHOO/TSX_PRU_TO,Perseus Mining Limited 
PRW,YAHOO/TSX_PRW_TO,Petrowest Corporation 
PSB,YAHOO/TSX_PSB_TO,Pwrshrs 1 To 5 Yrladder Inv Grd Bd ETF 
PSD,YAHOO/TSX_PSD_TO,Pulse Seismic Inc. 
PSG,YAHOO/TSX_PSG_TO,Performance Sports Group Ltd.
PSI,YAHOO/TSX_PSI_TO,Pason Systems Inc. 
PSK,YAHOO/TSX_PSK_TO,PrairieSky Royalty Ltd.
PSN,YAHOO/TSX_PSN_TO,Poseidon Concepts Corp 
PSR,YAHOO/TSX_PSR_TO,Polar Star Mining Corporation 
PSV,YAHOO/TSX_PSV_TO,Pure Energy Services Ltd. 
PTI,YAHOO/TSX_PTI_TO,Patheon Inc 
PTM,YAHOO/TSX_PTM_TO,Platinum Group Metals Ltd. 
PTQ,YAHOO/TSX_PTQ_TO,Petaquilla Minerals Ltd. 
PTS,YAHOO/TSX_PTS_TO,Points International Ltd. 
PTZ,YAHOO/TSX_PTZ_TO,Pethealth Inc 
PUR,YAHOO/TSX_PUR_TO,Pure Technologies Ltd.
PVG,YAHOO/TSX_PVG_TO,Pretium Resources Inc. 
PWB,YAHOO/TSX_PWB_TO,Pacific & Western Bank of Canada
PWC,YAHOO/TSX_PWC_TO,Pacific & Wstrn 
PWE,YAHOO/TSX_PWE_TO,Powertech Uranium Corp. 
PWF,YAHOO/TSX_PWF_TO,Power Financial Corp. 
PWT,YAHOO/TSX_PWT_TO,Penn West Petroleum Ltd. 
PXC,YAHOO/TSX_PXC_TO,Powershr FTSE Rafi CAD Idx ETF 
PXT,YAHOO/TSX_PXT_TO,Parex Resources Inc 
PXU,YAHOO/TSX_PXU_TO,Powershr FTSE Rafi US Idx ETF 
PXX,YAHOO/TSX_PXX_TO,Blackpearl Resources Inc. 
PYC,YAHOO/TSX_PYC_TO,Primary Corp 
PZA,YAHOO/TSX_PZA_UN_TO,Pizza Pizza Royalty Income Fund 
PZG,YAHOO/TSX_PZG_TO,Paramount Gold And Silver Corp 
QBR,YAHOO/TSX_QBR_A_TO,Quebecor Inc. Cl.A Mv 
QBR,YAHOO/TSX_QBR_B_TO,Quebecor Inc. Cl.B Sv 
QEC,YAHOO/TSX_QEC_TO,Questerre Energy Corp 
QLT,YAHOO/TSX_QLT_TO,Qlt Inc 
QMI,YAHOO/TSX_QMI_TO,Queenston Mng 
QMX,YAHOO/TSX_QMX_TO,Qmx Gold Corporation 
QQC,YAHOO/TSX_QQC_TO,Powershares QQQ CAD Hdg Idx ETF 
QRM,YAHOO/TSX_QRM_TO,Quest Rare Minerals Ltd 
QXM,YAHOO/TSX_QXM_A_TO,XTF Morningstar Nb Quebec AC ETF 
QXM,YAHOO/TSX_QXM_TO,XTF Morningstar Nb Quebec ETF 
R,YAHOO/TSX_R_TO,Romarco Minerals Inc. 
RAV,YAHOO/TSX_RAV_UN_TO,Ravensource Fund Trust Units 
RBA,YAHOO/TSX_RBA_TO,Ritchie Bros Auctioneers Inc. 
RBI,YAHOO/TSX_RBI_TO,RB Energy
RBM,YAHOO/TSX_RBM_TO,Response Biomedical Corp. 
RBN,YAHOO/TSX_RBN_UN_TO,Blue Ribbon Income Fund
RBS,YAHOO/TSX_RBS_TO,R Split III Unit
RC,YAHOO/TSX_RC_TO,Rdm Corp 
RCB,YAHOO/TSX_RCB_TO,Red Crescent Resources Limited 
RCH,YAHOO/TSX_RCH_TO,Richelieu Hardware 
RCI,YAHOO/TSX_RCI_A_TO,Rogers Communications Inc. Cl.A Mv 
RCI,YAHOO/TSX_RCI_B_TO,Rogers Communications Inc. Cl.B Nv 
RCL,YAHOO/TSX_RCL_TO,Ridley Inc 
RCO,YAHOO/TSX_RCO_UN_TO,Middlefield Can-Global REIT Income Fund
RDI,YAHOO/TSX_RDI_TO,Rockwell Diamonds Inc 
RDK,YAHOO/TSX_RDK_TO,Redhawk Resources Inc 
RDL,YAHOO/TSX_RDL_TO,Redline Communications Group Inc. 
RE,YAHOO/TSX_RE_TO,Rock Energy Inc. 
REF,YAHOO/TSX_REF_UN_TO,Cdn Real Estate Un 
REI,YAHOO/TSX_REI_UN_TO,Riocan Real Est Un 
REN,YAHOO/TSX_REN_TO,Renaissance Gold Inc 
RES,YAHOO/TSX_RES_TO,Rare Element Resources Ltd 
RET,YAHOO/TSX_RET_A_TO,Reitmans [Canada] Ltd. Cl.A Nv 
RET,YAHOO/TSX_RET_TO,Reitmans Canada 
REZ,YAHOO/TSX_REZ_TO,Redzone Resources Ltd 
RFP,YAHOO/TSX_RFP_TO,Resolute Forest Products Inc 
RGL,YAHOO/TSX_RGL_TO,Royal Gold J 
RGT,YAHOO/TSX_RGT_TO,Rockgate Capital Corp 
RGX,YAHOO/TSX_RGX_TO,Argex Titanium Inc.
RI,YAHOO/TSX_RI_TO,Reliance Resources Limited 
RIC,YAHOO/TSX_RIC_TO,Richmont Mines 
RIM,YAHOO/TSX_RIM_TO,Research In Motion Limited 
RIN,YAHOO/TSX_RIN_TO,Resinco Capital Partners Inc. 
RIO,YAHOO/TSX_RIO_TO,Rio Alto Mining Limited 
RKN,YAHOO/TSX_RKN_TO,Redknee Solutions Inc. 
RLC,YAHOO/TSX_RLC_TO,Regal Lifestyle Communities Inc.
RME,YAHOO/TSX_RME_TO,Rocky Mountain Dealerships Inc. 
RMM,YAHOO/TSX_RMM_UN_TO,Retrocom Mid-Market Rl Est In Trust 
RMP,YAHOO/TSX_RMP_TO,Rmp Energy Inc 
RMX,YAHOO/TSX_RMX_TO,Rubicon Minerals Corp. 
RN,YAHOO/TSX_RN_TO,Rio Novo Gold Inc 
RN,YAHOO/TSX_RN_WT_TO,Rio Novo Gold Inc Warrants 
RNK,YAHOO/TSX_RNK_TO,Rainmaker Entertainment Inc. 
RNW,YAHOO/TSX_RNW_TO,TransAlta Renewables Inc.
RNX,YAHOO/TSX_RNX_TO,Royal Nickel Corporation 
RON,YAHOO/TSX_RON_TO,Rona Inc. 
RPG,YAHOO/TSX_RPG_TO,Ram Power Corp. 
RPI,YAHOO/TSX_RPI_UN_TO,Richards Packaging Income Fund 
RQA,YAHOO/TSX_RQA_TO,RBC Target 2013 Corp Bond Index ETF 
RQB,YAHOO/TSX_RQB_TO,RBC Target 2014 Corp Bond Index ETF 
RQC,YAHOO/TSX_RQC_TO,RBC Target 2015 Corp Bond Index ETF 
RQD,YAHOO/TSX_RQD_TO,RBC Target 2016 Corp Bond Index ETF 
RQE,YAHOO/TSX_RQE_TO,RBC Target 2017 Corp Bond Index ETF 
RQF,YAHOO/TSX_RQF_TO,RBC Target 2018 Corp Bond ETF 
RQG,YAHOO/TSX_RQG_TO,RBC Target 2019 Corp Bond ETF 
RQH,YAHOO/TSX_RQH_TO,RBC Target 2020 Corp Bond ETF 
RR,YAHOO/TSX_RR_TO,Rainy River Resources Ltd 
RRF,YAHOO/TSX_RRF_UN_TO,Raven Rock Strategic Income Fund
RRX,YAHOO/TSX_RRX_TO,Raging River Exploration Inc.
RSC,YAHOO/TSX_RSC_TO,Strateco Resources Inc. 
RSI,YAHOO/TSX_RSI_TO,Rogers Sugar Inc 
RTCM,YAHOO/TSX_RTCM_TO,TSX Income Trust Index 
RTG,YAHOO/TSX_RTG_TO,Ratel Group Limited Com 
RTK,YAHOO/TSX_RTK_TO,Artek Exploration Ltd 
RTRE,YAHOO/TSX_RTRE_TO,TSX REIT Capped Index 
RTU,YAHOO/TSX_RTU_UN_TO,Cdn Resources Un 
RUS,YAHOO/TSX_RUS_TO,Russel Metals 
RUT,YAHOO/TSX_RUT_TO,Rutter Inc. 
RV,YAHOO/TSX_RV_TO,Revolution Resources Corp. 
RVD,YAHOO/TSX_RVD_TO,Rio Verde Minerals Develop Corp 
RVM,YAHOO/TSX_RVM_TO,Revett Minerals Inc. 
RVX,YAHOO/TSX_RVX_TO,Resverlogix Corp. 
RXM,YAHOO/TSX_RXM_TO,Rockex Mining Corporation 
RY,YAHOO/TSX_RY_TO,Royal Bank Of Canada 
RYL,YAHOO/TSX_RYL_TO,Royal Host Inc 
S,YAHOO/TSX_S_TO,Sherritt Intl Rv 
SAC,YAHOO/TSX_SAC_TO,South American Silver Corp. 
SAM,YAHOO/TSX_SAM_TO,Starcore International Mines Ltd. 
SAP,YAHOO/TSX_SAP_TO,Saputo Inc. 
SAS,YAHOO/TSX_SAS_TO,St. Andrew Goldfields Ltd. 
SAU,YAHOO/TSX_SAU_TO,ST Augustine Gold And Copper Ltd 
SBB,YAHOO/TSX_SBB_TO,Sabina Gold And Silver Corp 
SBC,YAHOO/TSX_SBC_TO,Brompton Split Banc Corp. Cl A 
SBI,YAHOO/TSX_SBI_TO,Serabi Mining Plc Ord 
SBN,YAHOO/TSX_SBN_TO,S Split Corp. Cl.A 
SBR,YAHOO/TSX_SBR_TO,Silver Bear Resources Inc. 
SC,YAHOO/TSX_SC_TO,Shoppers Drug Mart Corporation 
SCC,YAHOO/TSX_SCC_TO,Sears Canada Inc 
SCI,YAHOO/TSX_SCI_UN_TO,Sciti Rocs Trust 
SCL,YAHOO/TSX_SCL_A_TO,Shawcor Ltd. Cl.A Sv 
SCL,YAHOO/TSX_SCL_B_TO,Shawcor Ltd. Cl.B Mv 
SCP,YAHOO/TSX_SCP_TO,Sprott Resourcecorp 
SCR,YAHOO/TSX_SCR_TO,Score Media Inc. Cl.A Sv 
SCS,YAHOO/TSX_SCS_TO,Second Wave Petroleum Inc 
SCU,YAHOO/TSX_SCU_TO,The Second Cup Ltd. 
SDI,YAHOO/TSX_SDI_TO,Spectral Diagnos 
SDY,YAHOO/TSX_SDY_TO,Strad Energy Services Ltd 
SEA,YAHOO/TSX_SEA_TO,Seabridge Gold Inc. 
SEC,YAHOO/TSX_SEC_TO,Senvest Capital 
SEN,YAHOO/TSX_SEN_TO,Winstar Resources Ltd.
SEQ,YAHOO/TSX_SEQ_TO,Shoreline Energy Corp 
SES,YAHOO/TSX_SES_TO,Secure Energy Services Inc. 
SGF,YAHOO/TSX_SGF_TO,Shore Gold Inc. 
SGL,YAHOO/TSX_SGL_TO,Spyglass Resources Corp.
SGQ,YAHOO/TSX_SGQ_TO,Southgobi Resources Ltd 
SGR,YAHOO/TSX_SGR_TO,San Gold Corp 
SGY,YAHOO/TSX_SGY_TO,Surge Energy Inc 
SHR,YAHOO/TSX_SHR_TO,Sure Energy Inc. 
SHS,YAHOO/TSX_SHS_TO,Sophiris Bio Inc 
SIF,YAHOO/TSX_SIF_UN_TO,Strategic Income Allocation Fund Units 
SII,YAHOO/TSX_SII_TO,Sprott Inc. 
SIL,YAHOO/TSX_SIL_TO,Sprott Resource Lending Corp 
SIN,YAHOO/TSX_SIN_UN_TO,Sciti Trust 
SIS,YAHOO/TSX_SIS_TO,Savaria Corp. 
SJ,YAHOO/TSX_SJ_TO,Stella Jones Inc 
SJR,YAHOO/TSX_SJR_B_TO,Shaw Communications Inc. Cl.B Nv 
SLF,YAHOO/TSX_SLF_TO,Sun Life Financial Inc. 
SLR,YAHOO/TSX_SLR_TO,Solitario Exploration & Royalty Corp. 
SLS,YAHOO/TSX_SLS_TO,Sl Split Corp. Capital Shares 
SLW,YAHOO/TSX_SLW_TO,Silver Wheaton Corp. 
SLX,YAHOO/TSX_SLX_TO,Silvermex Resources Inc. 
SMA,YAHOO/TSX_SMA_TO,Smart Technologies Inc. 
SMC,YAHOO/TSX_SMC_TO,Sulliden Mining Capital Inc.
SMF,YAHOO/TSX_SMF_TO,Semafo J 
SMT,YAHOO/TSX_SMT_TO,Sierra Metals Inc.
SMU,YAHOO/TSX_SMU_UN_TO,Summit Industrial Income REIT
SMX,YAHOO/TSX_SMX_TO,Smtc Manufacturing Corp 
SNC,YAHOO/TSX_SNC_TO,Snc-Lavalin Sv 
SO,YAHOO/TSX_SO_TO,Softchoice Corp. 
SOQ,YAHOO/TSX_SOQ_TO,Sonde Resources Corp 
SOX,YAHOO/TSX_SOX_TO,Stuart OIson Inc.
SOY,YAHOO/TSX_SOY_TO,Sunopta Inc. 
SPB,YAHOO/TSX_SPB_TO,Superior Plus Corp. 
SPD,YAHOO/TSX_SPD_TO,Silver Predator Corp 
SPE,YAHOO/TSX_SPE_TO,Spartan Energy Corp.
SPM,YAHOO/TSX_SPM_TO,Scorpio Mining Corp. 
SPT,YAHOO/TSX_SPT_TO,Stockport Exploration Inc 
SPZ,YAHOO/TSX_SPZ_TO,Sprott Power Corp 
SQP,YAHOO/TSX_SQP_TO,Strongco Corporation 
SQZ,YAHOO/TSX_SQZ_TO,Serica Energy Plc 
SRF,YAHOO/TSX_SRF_TO,Sun-Rype Products 
SRT,YAHOO/TSX_SRT_UN_TO,Slate Retail REIT
SRU,YAHOO/TSX_SRU_TO,Starfield Resources Inc. 
SSF,YAHOO/TSX_SSF_UN_TO,Symphony Floating Rate Senior Loan Fund
SSL,YAHOO/TSX_SSL_TO,Sandstorm Gold Ltd.
SSO,YAHOO/TSX_SSO_TO,Silver Standard Res Inc. 
SST,YAHOO/TSX_SST_TO,Ipath US Treasury Steepener ETN 
ST,YAHOO/TSX_ST_TO,Stonegate Agricom Ltd 
STB,YAHOO/TSX_STB_TO,Student Transportation Inc. 
STM,YAHOO/TSX_STM_TO,Strathmore Minerals Corp. 
STN,YAHOO/TSX_STN_TO,Stantec Inc 
STNC,YAHOO/TSX_STNC_TO,S&P/TSX North American Pref Stock Index 
STNU,YAHOO/TSX_STNU_TO,S&P/TSX North American Pref Stock Index 
STO,YAHOO/TSX_STO_TO,Spartan Oil Corp 
STP,YAHOO/TSX_STP_TO,Southern Pacific Resource Corp 
STQ,YAHOO/TSX_STQ_E_TO,Income Streams 111 Corp Equity Shares 
STQ,YAHOO/TSX_STQ_TO,Income Streams 111 Corp Capital Shares 
SU,YAHOO/TSX_SU_TO,Suncor Energy Inc. 
SUE,YAHOO/TSX_SUE_TO,Sulliden Gold Corporation Ltd 
SUM,YAHOO/TSX_SUM_TO,Solium Capital Inc. 
SUO,YAHOO/TSX_SUO_TO,Sunshine Oilsands Ltd.
SVB,YAHOO/TSX_SVB_TO,Silver Bull Resources Inc 
SVC,YAHOO/TSX_SVC_TO,Sandvine Corporation 
SVL,YAHOO/TSX_SVL_TO,SilverCrest Mines Inc.
SVM,YAHOO/TSX_SVM_TO,Silvercorp Metals Inc. 
SVY,YAHOO/TSX_SVY_TO,Savanna Energy Services Corp 
SW,YAHOO/TSX_SW_TO,Sierra Wireless 
SWD,YAHOO/TSX_SWD_TO,Sunward Resources Ltd 
SWH,YAHOO/TSX_SWH_TO,Sunwah International Limited 
SWI,YAHOO/TSX_SWI_TO,Swisher Hygiene Inc 
SWY,YAHOO/TSX_SWY_TO,Stornoway Diamond Corp. 
SXI,YAHOO/TSX_SXI_TO,Synex Intl Inc 
SXP,YAHOO/TSX_SXP_TO,Supremex Inc. 
T,YAHOO/TSX_T_A_TO,Telus Corporation Nv 
T,YAHOO/TSX_T_TO,Telus Corporation 
TA,YAHOO/TSX_TA_TO,Transalta Corporation 
TAO,YAHOO/TSX_TAO_TO,Tag Oil Ltd 
TBE,YAHOO/TSX_TBE_TO,Twin Butte Energy Ltd. 
TBL,YAHOO/TSX_TBL_TO,Taiga Building Products Ltd. 
TC,YAHOO/TSX_TC_TO,Tucows Inc Com Npv 
TCK,YAHOO/TSX_TCK_A_TO,Teck Resources Limited Cl A 
TCK,YAHOO/TSX_TCK_B_TO,Teck Resources Limited Cl B 
TCL,YAHOO/TSX_TCL_A_TO,Transcontinental Inc. Cl A Sv 
TCL,YAHOO/TSX_TCL_B_TO,Transcontinental Inc. Cl B Mv 
TCM,YAHOO/TSX_TCM_TO,Thompson Creek Metals Company Inc. 
TCN,YAHOO/TSX_TCN_TO,Tricon Capital Group Inc 
TCP,YAHOO/TSX_TCP_TO,Trident Performance Corp Class A 
TCS,YAHOO/TSX_TCS_TO,Tecsys Inc J 
TCT,YAHOO/TSX_TCT_UN_TO,Top 10 Canadian Financial Trust 
TCW,YAHOO/TSX_TCW_TO,Trican Well 
TCZ,YAHOO/TSX_TCZ_TO,Trident Performance Corp. II 
TD,YAHOO/TSX_TD_TO,Toronto-Dominion Bank 
TDG,YAHOO/TSX_TDG_TO,Trinidad Drilling Ltd. 
TDS,YAHOO/TSX_TDS_C_TO,TD Split Inc Class C Capital 
TEI,YAHOO/TSX_TEI_TO,Toscana Energy Income Corp.
TEL,YAHOO/TSX_TEL_TO,Tellza Communications Inc.
TET,YAHOO/TSX_TET_TO,Trilogy Energy Corp. 
TFI,YAHOO/TSX_TFI_TO,Transforce Inc. 
TGF,YAHOO/TSX_TGF_UN_TO,Timbercreek Global Real Estate Fund
TGL,YAHOO/TSX_TGL_TO,Transglobe Energy Corp 
TGO,YAHOO/TSX_TGO_TO,Terago Inc. 
TGS,YAHOO/TSX_TGS_TO,Tiger Resources Ltd [The Co.] 
TGZ,YAHOO/TSX_TGZ_TO,Teranga Gold Corporation 
TH,YAHOO/TSX_TH_TO,Theratechnologies 
THB,YAHOO/TSX_THB_TO,Powershares S&P/Tsx High Beta 
THI,YAHOO/TSX_THI_TO,Tim Hortons Inc. 
THO,YAHOO/TSX_THO_TO,Tahoe Resources Inc 
THR,YAHOO/TSX_THR_TO,Thundermin J 
TI,YAHOO/TSX_TI_UN_TO,Terravest Income Fund 
TID,YAHOO/TSX_TID_TO,Tuscany Intl Drilling Inc 
TIH,YAHOO/TSX_TIH_TO,Toromont Ind 
TIL,YAHOO/TSX_TIL_UN_TO,Tree Island Wire Income Fund 
TKM,YAHOO/TSX_TKM_TO,Tekmira Pharmaceuticals Corporation 
TKO,YAHOO/TSX_TKO_TO,Taseko Mines Ltd. 
TLB,YAHOO/TSX_TLB_TO,Occulogix Inc 
TLH,YAHOO/TSX_TLH_TO,Talison Lithium Limited 
TLM,YAHOO/TSX_TLM_TO,Talisman Energy Inc. 
TLN,YAHOO/TSX_TLN_TO,Thallion Pharmaceuticals Inc. 
TLO,YAHOO/TSX_TLO_TO,Talon Metals Corp. 
TLV,YAHOO/TSX_TLV_TO,Powershares Sp TSX Low Vol Idx ETF 
TMA,YAHOO/TSX_TMA_TO,Trimac Transportation Ltd.
TMB,YAHOO/TSX_TMB_TO,Tembec Inc. 
TMC,YAHOO/TSX_TMC_TO,Timbercreek Mtg Inv Corp 
TMD,YAHOO/TSX_TMD_TO,Titan Medical Inc.
TMI,YAHOO/TSX_TMI_TO,TriMetals Mining Inc.
TML,YAHOO/TSX_TML_TO,Treasury Metals Inc. 
TMM,YAHOO/TSX_TMM_TO,Timmins Gold Corp 
TN,YAHOO/TSX_TN_UN_TO,True North Apartment Real Estate Investment Trust
TNP,YAHOO/TSX_TNP_TO,Transatlantic Petroleum Ltd. 
TNT,YAHOO/TSX_TNT_UN_TO,True North Commercial REIT
TNX,YAHOO/TSX_TNX_TO,Tanzanian Royalty Exploration Corp. 
TOG,YAHOO/TSX_TOG_TO,TORC Oil & Gas Ltd.
TOR,YAHOO/TSX_TOR_TO,Triausmin Limited 
TOS,YAHOO/TSX_TOS_TO,Tso3 Inc 
TOT,YAHOO/TSX_TOT_TO,Total Energy Services Inc. 
TOU,YAHOO/TSX_TOU_TO,Tourmaline Oil Corp 
TPH,YAHOO/TSX_TPH_TO,Temple Hotels Inc.
TPK,YAHOO/TSX_TPK_TO,Ten Peaks Coffee Company Inc 
TPL,YAHOO/TSX_TPL_TO,Tethys Petroleum Limited 
TPS,YAHOO/TSX_TPS_TO,Turbo Power Systems Inc. 
TPX,YAHOO/TSX_TPX_A_TO,Molson Coors Canada Inc. Cl.A Lv 
TPX,YAHOO/TSX_TPX_B_TO,Molson Coors Canada Inc. Cl.B Nv 
TR,YAHOO/TSX_TR_UN_TO,Temple Real Estate Investment T 
TRF,YAHOO/TSX_TRF_UN_TO,First Asset Energy & Resource Fund. 
TRH,YAHOO/TSX_TRH_UN_TO,Triax Diversif Un 
TRI,YAHOO/TSX_TRI_TO,Thomson Reuters Corporation 
TRL,YAHOO/TSX_TRL_TO,Trimel Pharmaceuticals Corp 
TRP,YAHOO/TSX_TRP_TO,Transcanada Corp. 
TRQ,YAHOO/TSX_TRQ_TO,Turquoise Hill Resources Ltd. 
TRY,YAHOO/TSX_TRY_TO,Troy Resources Nl 
TRZ,YAHOO/TSX_TRZ_A_TO,Transat At Inc 
TS,YAHOO/TSX_TS_B_TO,Torstar Corp. Cl. B Nv 
TSL,YAHOO/TSX_TSL_TO,Tree Island Steel Ltd.
TT,YAHOO/TSX_TT_TO,Terra Energy Corp. 
TTCD,YAHOO/TSX_TTCD_TO,TSX Consumer Discretionary Capped Index 
TTCS,YAHOO/TSX_TTCS_TO,TSX Consumer Staples Capped Index 
TTEN,YAHOO/TSX_TTEN_TO,TSX Capped Energy Index 
TTFS,YAHOO/TSX_TTFS_TO,S&P/TSX Capped Financial 
TTGD,YAHOO/TSX_TTGD_TO,TSX Global Gold Index 
TTH,YAHOO/TSX_TTH_TO,Transition Therapeutics Inc 
TTHC,YAHOO/TSX_TTHC_TO,TSX Health Care Capped Index 
TTIN,YAHOO/TSX_TTIN_TO,TSX Industrials Capped Index 
TTMN,YAHOO/TSX_TTMN_TO,TSX Metals And Mining Capped Index 
TTMT,YAHOO/TSX_TTMT_TO,TSX Materials Capped Index 
TTRE,YAHOO/TSX_TTRE_TO,S&P/TSX Capped Real Estate 
TTTK,YAHOO/TSX_TTTK_TO,TSX Information Tech Capped Index 
TTTS,YAHOO/TSX_TTTS_TO,TSX Telecom Services Capped Index 
TTUT,YAHOO/TSX_TTUT_TO,TSX Utilities Capped Index 
TV,YAHOO/TSX_TV_TO,Trevali Mining Corporation 
TVA,YAHOO/TSX_TVA_B_TO,Tva Group Inc Class'B'Com Npv 
TVI,YAHOO/TSX_TVI_TO,Tvi Pacific J 
TVK,YAHOO/TSX_TVK_TO,TerraVest Capital Inc.
TWC,YAHOO/TSX_TWC_TO,TWC Enterprises Limited
TWT,YAHOO/TSX_TWT_TO,20-20 Technologies Inc. 
TX,YAHOO/TSX_TX_TO,Tuckamore Capital Management Inc 
TXBE,YAHOO/TSX_TXBE_TO,S&P/TSX Equal Weight Global Base Metals 
TXBM,YAHOO/TSX_TXBM_TO,S&P/TSX Globalbase Metals Index 
TXCE,YAHOO/TSX_TXCE_TO,TSX Composite Weight Index 
TXCT,YAHOO/TSX_TXCT_TO,S&P/TSX Clean Technology Index 
TXDC,YAHOO/TSX_TXDC_TO,S&P/TSX Composite Dividend Index 
TXDE,YAHOO/TSX_TXDE_TO,S&P/TSX Equal Weight Diversified Banks I 
TXDV,YAHOO/TSX_TXDV_TO,S&P/TSX Cdn Div Aristocrats 
TXEC,YAHOO/TSX_TXEC_TO,TSX Equity Capped Index 
TXEI,YAHOO/TSX_TXEI_TO,S&P/TSX Equity Income Index 
TXEQ,YAHOO/TSX_TXEQ_TO,TSX Equity Index 
TXEW,YAHOO/TSX_TXEW_TO,S&P/TSX 60 Equal Weight Index 
TXF,YAHOO/TSX_TXF_A_TO,Tech Giants Covered Call Cl A ETF 
TXF,YAHOO/TSX_TXF_TO,Tech Giants Covered Call ETF 
TXG,YAHOO/TSX_TXG_TO,Torex Gold Resources Inc 
TXGM,YAHOO/TSX_TXGM_TO,S&P/TSX Global Mining Index 
TXHB,YAHOO/TSX_TXHB_TO,TSX Composite High Beta Index 
TXL,YAHOO/TSX_TXL_TO,Tesla Exploration Ltd 
TXLS,YAHOO/TSX_TXLS_TO,S&P/TSX 60 130/30 Strategy Index 
TXLV,YAHOO/TSX_TXLV_TO,TSX Composite Low Volatility 
TXMC,YAHOO/TSX_TXMC_TO,S&P/TSX Megacap Index 
TXOE,YAHOO/TSX_TXOE_TO,S&P/TSX Equal Weight Oil & Gas Index 
TXP,YAHOO/TSX_TXP_TO,Touchstone Exploration Inc.
TXPR,YAHOO/TSX_TXPR_TO,S&P/Tsxpreferred Share Index 
TXSI,YAHOO/TSX_TXSI_TO,S&P/TSX 60 Shariah Index 
TZS,YAHOO/TSX_TZS_TO,Trez Capital Senior Investment Corporation
TZZ,YAHOO/TSX_TZZ_TO,Trez Cap Mtg Invt Corp Com Npv 
U,YAHOO/TSX_U_TO,Uranium Participation Corp. 
UEX,YAHOO/TSX_UEX_TO,Uex Corp 
UF,YAHOO/TSX_UF_UN_TO,Uranium Focused Energy Fund 
UFS,YAHOO/TSX_UFS_TO,Domtar Corporation 
UFX,YAHOO/TSX_UFX_TO,Domtar [Canada] Paper Inc. 
UHB,YAHOO/TSX_UHB_TO,Pwrshrs Sp500 High Beta CAD Hdg Idx ETF 
